"actor_id","actor_bio","actor_chName","actor_foreName","actor_nationality","actor_constellation","actor_birthPlace","actor_birthDay","actor_repWorks","actor_achiem","actor_brokerage"
"31","Hitomi原名古谷仁美，1976年1月26日，东京神奈川县出生。93年，17岁的Hitomi作为模特开始在各种时装杂志中亮相，也是在这一年，她与小室哲哉相识，94年以单曲《Let's Play Winter》开始步入歌坛，至今共推出发行单曲20万张，专辑6张，其中专辑《By Myself》的唱片销量突破100万张。此外，Hitomi拥有一付好身材，身高168米，体重48公斤，可称得上是日本年轻女性的主导性人物。编辑摘要","古谷仁美","Hitomi","日本","水瓶座","东京神奈川县","None","　Let's Play Winter》、《CANDY GIRL","None","None"
"32","内田有纪（1975年11月16日－）日本歌手、女演员。1991年 日本东京都击剑大会女子第3名2002年内田有纪因参演长寿剧《北国之恋2002遗言》，与剧中饰演其男友的主演吉冈秀隆擦出爱火花，并共结连理。然而2005年12月，在无任何先兆的情况下两人突然宣布离婚，震惊外界。2010年，据日本媒体消息称，内田有纪和柏原崇正在热恋，直到现在仍时不时有记者拍到两人牵手逛街、相约看马术的情景。2010年 第20回日本电影批评家大奖最佳女主角（日本映画批评家大赏主演女优赏）（电影「ばかもの」）。编辑摘要","内田有纪","Yuki Uchid","日本","天蝎座","日本东京都","None","爱情驯悍记》;《冰之世界 巨翼 医龙2","2010日本电影批评家大奖最佳女主","Webburning"
"33","凯瑟琳·莫宁，于1977年12月29日出生于美国宾夕法尼亚州的费城。现在定居于美国洛杉矶。18岁时去纽约American Academy of Dramatic Arts（美国戏剧艺术学院）学习，在那里她开始了模特生涯，并且开始在台上表演。她的第一个重大角色是在《Young Americans》（暑假班的夏天）编辑摘要","凯瑟琳·莫宁","Katherine Sian Moennig","None","魔羯座","None","None","Young Americans》《The L Word","None","None"
"34","天生大赢家》本片是捷克导演伊凡·帕瑟到美国拍摄的第一部电影，也是罗伯特·德尼罗成名前演出的作品。编辑摘要","天生大赢家","None","None","None","None","None","None","None","None"
"35","龚慈恩（英文名：MimiKung），1963年9月17日生于中国香港，香港女演员，龚慈恩丈夫是中国台湾演员林炜，育有一子一女。1984年，参加无线第一期艺员训练班出道。1991年，参演中国台湾电视剧《雪山飞狐》，一人分饰程灵素和冰雪儿两个角色。1995年，赴马来西亚拍剧，主演《蒲公英》、《最爱是谁》和《豪门劫》等电视剧。1997年，参演亚洲电视的武侠剧《雪花神剑》，饰演女主角聂小凤。2012年初，客串邵氏贺岁片《2012我爱香港喜上加囍》，同年，加盟王维基的香港电视HKTV。编辑摘要","龚慈恩","Mini Kung","中国香港","None","中国香港","1963年9月17日","None","None","None"
"36","林青霞（Brigitte Lin），1954年11月3日出生在中国台湾省新北三重区，祖籍山东莱阳。1973年在台北西门町被星探发现出演处女作《窗外》女主角江雁容。1976年凭《八百壮士》荣获亚太电影节最佳女主角；当时她与林凤娇以及秦汉、秦祥林并称“二秦二林”。1984年将事业重心移入香港，1990年凭《滚滚红尘》夺得台湾电影金马奖最佳女主角。1992年与徐克导演合作电影《笑傲江湖之东方不败》，塑造出东方不败这一经典角色。 与张曼玉、梅艳芳和钟楚红合称“霞玉芳红”。1994年告别影坛，此后不定期为多家报纸撰写专栏，并于2011年推出散文集《窗里窗外》。 2014年出版第二本散文集《云去云来》（第一本林青霞有声书）。2015年为慈善复出参加由湖南卫视打造的首个真人秀《偶像来了》。2016年1月17日，林青霞继女、28岁邢嘉倩今日宣布怀孕喜讯，林青霞将荣升外婆。编辑摘要","林青霞","Brigitte Li","中国","天蝎座","台湾新北三重区","None","在水一方》；《东邪西毒","第22届亚太影展最佳女主角 第27届台湾电影金马奖最佳女主角","None"
"37","李心洁（英文名：AngelicaLee，1976年1月23日－），马来西亚歌手、演员，出生于马来西亚吉打州亚罗士打。刚出道就受到张艾嘉的大力赏识，发展极为顺利。曾拍摄《见鬼》、《救命》、《鬼域》、《深海寻人》等惊悚电影。1995年，受签约滚石唱片以歌手身份出道。1996年，发表首张国语专辑《同一个星空下》。2000年，正式开展在电影圈的演艺事业，首部担任女主角的的电影《爱你爱我》，夺得2001年柏林电影节的最佳新演员奖。2002年，参演电影《鬼眼》夺得第三十九届台湾金马奖最佳女主角奖。2003年，主演成名作鬼片《见鬼》，获得第二十二届香港电影金像奖最佳女主角奖和台湾电影金马奖最佳女主角奖。2009年12月，李心洁被爆出怀孕。2010年2月6日，李心洁和导演彭顺在马来西亚“绿中海”度假村结婚。2016年7月8日，李心洁生下双胞胎。编辑摘要","李心洁","AngelicaLee","中国","水瓶座","马来西亚","None","阳光警察》、《爱你爱我》、《见鬼》电视作品《似水年华","None","滚石唱片公司"
"38","郑裕玲，1957年9月9日生于中国香港，演员、主持人。1975年中学毕业后入香港佳艺电视台艺员训练班。1976年，主持节目《这一代》正式出道 。1979年任无线电视台演员，因主演电视连续剧《网中人》而知名。1980年，与周润发、任达华合作，主演香港无线电视长篇剧集《亲情》，饰演角色周彤。1983年从影，主演影片《花城》，同年获第三届香港电影金像奖最佳新人奖 。1986年，与任达华，梁朝伟合作，在电视剧《倚天屠龙记》中饰演殷素素；同年与刘嘉玲合作，在电视剧《流氓大亨》中饰演宋楚翘。1988年凭借《月亮星星太阳》夺得第25届台湾电影金马奖最佳女主角。1991年，凭借《表姐，你好嘢！》获得第10届香港电影金像奖最佳女主角。1994年，与张国荣合作，在《大富之家》中饰演何守贞；同年，与吴君如合作，在电影《表姐，你好嘢！4》中饰演郑硕男。2000年，与黄子华合作，在情景喜剧《男亲女爱》中饰演毛小慧，并凭借该剧获得万千星辉颁奖典礼最佳女主角 。2011年，签约香港商业电台（香港简称商台）。编辑摘要","郑裕玲","Carol Cheng","中国香港","None","英属香港","1957年9月9日","月亮星星太阳;飞鹰计划;豪门夜宴;武侠七公主;嘟姐驾到;男亲女爱","万千星辉颁奖典礼最佳女主角 万千星辉颁奖典礼最佳主持奖 慧妍雅集影视界杰出女士奖","电视广播有限公司"
"39","冯德伦（Stephen Fung），1974年8月9日出生于香港，中国香港导演、影视演员、歌手。1995年，与雷颂德组成了DRY乐队以歌手身份出道；同年在劲歌金曲获得最受欢迎新人铜奖。1998年，主演同性题材电影《美少年之恋》。1999年主演电影《特警新人类》。2004年首次作为导演拍摄了电影《大佬爱美丽》，凭此入围第五届华语电影传媒大奖的最佳新导演奖；2005年自编自导自演《精武家庭》。2007年凭借执导歌曲《天下大同》MV获得第18届台湾金曲奖最佳音乐录像带导演奖。2011年和吴彦祖一起创立突围电影制片公司。2012年自导自演太极三部曲系列；2015年，执导并监制的美国AMC电视台剧集《荒原》开播，成为秋季新剧集收视冠军。2017年，自编自导冒险动作片《侠盗联盟》。编辑摘要","冯德伦","Stephen Fung","中国","狮子座","香港","1974年8月9日","女人四十、犀照、特警新人类、幽灵情书","最佳新晋导演 金曲奖最佳音乐导演","华谊兄弟"
"40","万绮雯（Joey Meng)，1970年10月2日出生中国香港，演员。1989年，19岁的万绮雯参加亚洲小姐比赛获得亚军，签约亚洲电视台出道；同年，参演首部电视作品《司机大佬》。1995年，与甄子丹主演陈木胜执导的电视剧《精武门》。1996年主演时装剧《我和春天有个约会》为人熟知。1998年在时装剧《我和僵尸有个约会》中饰演马小玲一角，获得亚洲电视最佳女主角奖。1999与2004年主演系列剧《我和僵尸有个约会II》和《我和僵尸有个约会III》。2004年，万绮雯在主演《我和僵尸有个约会III》。2012年签约TVB，出演《老表你好嘢》、《食为奴》等作品。2014年主演台庆剧《老表你好嘢》，提名万千星辉颁奖典礼最佳女主角奖。编辑摘要","万绮雯","Joey Meng Yee M","中国","天秤座","中国香港","1970年10月2日","我和僵尸有个约会》、《我和春天有个约会》、《精武门","1989年参选亚洲小姐选举荣获亚军 2007年万绮雯荣膺美腿王 亚洲电视十大最受欢迎艺员","金石堂演艺娱乐事务所"
"41","王祖贤（Joey Wang），女，1967年1月31日出生于台湾台北，祖籍安徽舒城，中国台湾女演员、歌手。1984年，王祖贤在国光剧艺实验学校进修了一年多之后，首次主演电影《今年的湖畔会很冷》在台湾出道，其后签约邵氏电影公司到香港发展。1987年出演电影《倩女幽魂》中聂小倩一角红遍东南亚，并获得当年香港电影金像奖最佳女主角提名；1992年凭《倩女幽魂Ⅲ：道道道》获得第25届西班牙锡切斯奇幻电影节最佳女主角。1994年后王祖贤逐渐淡出影圈，1998年发行了个人国语专辑《与世隔绝》，同年还发行了日语专辑《Angelus》；2004年，王祖贤主演的电影《美丽上海》获得内地第二十四届中国电影金鸡奖最佳故事片奖，同年3月与汤臣公司解约后正式隐退。编辑摘要","王祖贤","Joey Wong","None","水瓶座","台湾台北市","1967年1月31日","倩女幽魂》；《青蛇》；《东成西就","1987年的《倩女幽魂》这部影片已经成为香港电影中一部永恒的经典 1991年台湾十佳女明星","None"
"42","叶蒨文，女，汉族，1961年9月30日出生于中国台湾。香港著名女歌手。上世纪80年代出道至21世纪初活跃于演艺界，屡获大奖。在两岸三地享有极高知名度，影响力触及海外，曾是红极一时的乐坛天后。以歌曲《祝福》、《潇洒走一回》、《曾经心痛》、《焚心似火》等及影片《爱神一号》、《上海之夜》、《豪门夜宴》等被人熟知。1994年荣获台湾金曲奖最国语女歌手大奖，2010年荣获香港十大中文金曲最高荣誉“金针奖”。编辑摘要","叶倩文","Yeh Sally","中国、加拿大","天秤座","台湾","None","潇洒走一回》；《选择》；《珍重》；《祝福》；《秋去秋来》；《焚心以火","香港十大劲歌金曲最受欢迎女歌手","星浪潮明星经纪公司"
"43","鲍起静，香港著名女演员，现为亚洲电视合约女艺员。已故国语电影明星及前无线电视艺员鲍方次女，其弟是首位奥斯卡金像奖最佳摄影奖的华裔得主鲍德熹。鲍起静早年在长城电影公司当演员，1979年开始加入丽的电视，她在亚洲电视演出多部电视剧，亦主持下午资讯节目《下午茶》。2009年，鲍起静凭电影《天水围的日与夜》中的出色表演获得香港电影金像奖最佳女主角奖。鲍起静有父母之艺术细胞，演技入木三分，感情丰富，她加入艺术界已有三十二年之历史，先入长城训练班，随后开展她拍戏生涯，最为人熟识者，是《屈原》、《白发魔女传》及《小当家》。编辑摘要","鲍起静","None","中国","None","香港","None","大地恩情》；《秦始皇》；《我和春天有个约会","None","亚洲电视公司"
"44","宋慧乔，韩国著名影视演员，1981年11月22日出生于韩国。其初期参加模特大赛成名。2005年开始，宋慧乔开始专注于电影方面的发展，出演《我和我的女友》。2007年，她出演的电影《黄真伊》上映。2008年，她出演电视剧《他们生活的世界》。2009年，她参演了中国电影《一代宗师》。2009年6月到2011年3月期间，与玄彬曾经相恋。2013年的《那年冬天，风在吹》是宋慧乔阔别荧屏四年之久的又一电视剧。2014年8月19日，宋慧乔被曝出在2009年至2011年三年时间里通过虚假申报收入等方式逃税25亿韩元（约1507万元），已补交税款38亿（约2291万元）。2016年，宋慧乔主演韩国电视剧《太阳的后裔》。第52届韩国百想艺术大赏电视类最佳人气女演员奖。2016年12月31日，与演员宋仲基获2016 KBS演技大赏亚洲最佳情侣奖。22017年7月5日，宋仲基与宋慧乔宣布婚讯，于10月31日举行婚礼。编辑摘要","宋慧乔","Song Hye Kyo","韩国","天蝎座","大邱广域市","1981年11月22日","None","女性电影人最佳女演员奖 百想艺术大赏人气女演员奖 韩国电影青龙奖最佳新人奖","UAA、大国丰臣"
